업태별,시도명,시군구명,성별,(전체)당월①,(전체)전월②,증감율(①/②),(전체)전년동월③,증감율(①/③),(개인)당월①,(개인)전월②,증감율(①/②),(개인)전년동월③,증감율(①/③),(법인)당월①,(법인)전월②,증감율(①/②),(법인)전년동월③,증감율(①/③)
숙박업,충청북도,청주시 흥덕구,여자,86,86,100.00%,82,104.88%,86,86,100.00%,82,104.88%,,,,,
숙박업,충청북도,청주시 청원구,남자,40,40,100.00%,42,95.24%,35,35,100.00%,37,94.59%,5,5,100.00%,5,100.00%
숙박업,충청북도,청주시 청원구,여자,49,49,100.00%,47,104.26%,48,48,100.00%,46,104.35%,*,*,100.00%,*,100.00%
숙박업,충청북도,충주시,남자,117,114,102.63%,116,100.86%,107,105,101.90%,106,100.94%,10,9,111.11%,10,100.00%
숙박업,충청북도,충주시,여자,120,122,98.36%,111,108.11%,112,114,98.25%,104,107.69%,8,8,100.00%,7,114.29%
숙박업,충청북도,제천시,남자,107,109,98.17%,101,105.94%,98,100,98.00%,92,106.52%,9,9,100.00%,9,100.00%
숙박업,충청북도,제천시,여자,153,152,100.66%,143,106.99%,152,151,100.66%,142,107.04%,*,*,100.00%,*,100.00%
숙박업,충청북도,보은군,남자,51,51,100.00%,52,98.08%,45,45,100.00%,45,100.00%,6,6,100.00%,7,85.71%
숙박업,충청북도,보은군,여자,59,60,98.33%,53,111.32%,58,59,98.31%,53,109.43%,*,*,100.00%,0,/0
숙박업,충청북도,옥천군,남자,26,26,100.00%,23,113.04%,26,26,100.00%,23,113.04%,,,,,
숙박업,충청북도,옥천군,여자,28,27,103.70%,26,107.69%,28,27,103.70%,26,107.69%,,,,,
숙박업,충청북도,영동군,남자,36,36,100.00%,28,128.57%,35,35,100.00%,27,129.63%,*,*,100.00%,*,100.00%
숙박업,충청북도,영동군,여자,30,31,96.77%,26,115.38%,29,30,96.67%,25,116.00%,*,*,100.00%,*,100.00%
숙박업,충청북도,증평군,남자,12,12,100.00%,12,100.00%,11,11,100.00%,11,100.00%,*,*,100.00%,*,100.00%
숙박업,충청북도,증평군,여자,17,17,100.00%,16,106.25%,17,17,100.00%,16,106.25%,,,,,
숙박업,충청북도,진천군,남자,39,36,108.33%,39,100.00%,38,35,108.57%,37,102.70%,*,*,100.00%,*,50.00%
숙박업,충청북도,진천군,여자,32,33,96.97%,30,106.67%,32,33,96.97%,30,106.67%,,,,,
숙박업,충청북도,괴산군,남자,89,88,101.14%,80,111.25%,87,86,101.16%,78,111.54%,*,*,100.00%,*,100.00%
숙박업,충청북도,괴산군,여자,72,73,98.63%,64,112.50%,70,71,98.59%,62,112.90%,*,*,100.00%,*,100.00%
숙박업,충청북도,괴산군,미상,*,*,100.00%,0,/0,,,,,,*,*,100.00%,0,/0
숙박업,충청북도,음성군,남자,51,51,100.00%,49,104.08%,46,46,100.00%,42,109.52%,5,5,100.00%,7,71.43%
숙박업,충청북도,음성군,여자,34,34,100.00%,33,103.03%,33,33,100.00%,32,103.13%,*,*,100.00%,*,100.00%
숙박업,충청북도,단양군,남자,76,77,98.70%,71,107.04%,73,74,98.65%,68,107.35%,3,3,100.00%,3,100.00%
숙박업,충청북도,단양군,여자,98,95,103.16%,81,120.99%,97,94,103.19%,80,121.25%,*,*,100.00%,*,100.00%
숙박업,충청남도,천안시 동남구,남자,98,99,98.99%,102,96.08%,90,91,98.90%,94,95.74%,8,8,100.00%,8,100.00%
숙박업,충청남도,천안시 동남구,여자,150,151,99.34%,148,101.35%,148,149,99.33%,147,100.68%,*,*,100.00%,*,200.00%
숙박업,충청남도,천안시 서북구,남자,90,89,101.12%,95,94.74%,77,76,101.32%,81,95.06%,13,13,100.00%,14,92.86%
숙박업,충청남도,천안시 서북구,여자,61,61,100.00%,55,110.91%,60,60,100.00%,54,111.11%,*,*,100.00%,*,100.00%
숙박업,충청남도,공주시,남자,133,134,99.25%,134,99.25%,125,126,99.21%,127,98.43%,8,8,100.00%,7,114.29%
숙박업,충청남도,공주시,여자,124,126,98.41%,120,103.33%,121,123,98.37%,118,102.54%,3,3,100.00%,*,150.00%
숙박업,충청남도,보령시,남자,265,265,100.00%,257,103.11%,242,242,100.00%,239,101.26%,23,23,100.00%,18,127.78%
숙박업,충청남도,보령시,여자,257,257,100.00%,256,100.39%,253,253,100.00%,252,100.40%,4,4,100.00%,4,100.00%
숙박업,충청남도,아산시,남자,120,120,100.00%,121,99.17%,103,103,100.00%,105,98.10%,17,17,100.00%,16,106.25%
숙박업,충청남도,아산시,여자,123,123,100.00%,126,97.62%,119,119,100.00%,122,97.54%,4,4,100.00%,4,100.00%
숙박업,충청남도,서산시,남자,93,94,98.94%,95,97.89%,86,87,98.85%,86,100.00%,7,7,100.00%,9,77.78%
숙박업,충청남도,서산시,여자,132,132,100.00%,126,104.76%,131,131,100.00%,126,103.97%,*,*,100.00%,0,/0
숙박업,충청남도,서산시,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
숙박업,충청남도,논산시,남자,89,89,100.00%,81,109.88%,86,86,100.00%,78,110.26%,3,3,100.00%,3,100.00%
숙박업,충청남도,논산시,여자,86,87,98.85%,82,104.88%,85,86,98.84%,82,103.66%,*,*,100.00%,0,/0
숙박업,충청남도,계룡시,남자,12,12,100.00%,14,85.71%,12,12,100.00%,13,92.31%,0,0,/0,*,0.00%
숙박업,충청남도,계룡시,여자,9,9,100.00%,12,75.00%,9,9,100.00%,11,81.82%,0,0,/0,*,0.00%
숙박업,충청남도,당진시,남자,57,59,96.61%,59,96.61%,53,55,96.36%,56,94.64%,4,4,100.00%,3,133.33%
숙박업,충청남도,당진시,여자,80,82,97.56%,83,96.39%,79,81,97.53%,82,96.34%,*,*,100.00%,*,100.00%
숙박업,충청남도,금산군,남자,54,53,101.89%,52,103.85%,48,47,102.13%,47,102.13%,6,6,100.00%,5,120.00%
숙박업,충청남도,금산군,여자,48,49,97.96%,43,111.63%,47,48,97.92%,43,109.30%,*,*,100.00%,0,/0
숙박업,충청남도,부여군,남자,30,30,100.00%,33,90.91%,28,28,100.00%,31,90.32%,*,*,100.00%,*,100.00%
숙박업,충청남도,부여군,여자,37,37,100.00%,31,119.35%,36,36,100.00%,30,120.00%,*,*,100.00%,*,100.00%
숙박업,충청남도,서천군,남자,51,52,98.08%,57,89.47%,47,48,97.92%,53,88.68%,4,4,100.00%,4,100.00%
숙박업,충청남도,서천군,여자,64,66,96.97%,65,98.46%,63,65,96.92%,64,98.44%,*,*,100.00%,*,100.00%
숙박업,충청남도,청양군,남자,14,14,100.00%,16,87.50%,9,9,100.00%,11,81.82%,5,5,100.00%,5,100.00%
숙박업,충청남도,청양군,여자,18,18,100.00%,17,105.88%,18,18,100.00%,17,105.88%,,,,,
숙박업,충청남도,홍성군,남자,53,53,100.00%,50,106.00%,50,50,100.00%,48,104.17%,3,3,100.00%,*,150.00%
숙박업,충청남도,홍성군,여자,43,42,102.38%,42,102.38%,43,42,102.38%,42,102.38%,,,,,
숙박업,충청남도,예산군,남자,57,59,96.61%,62,91.94%,55,57,96.49%,60,91.67%,*,*,100.00%,*,100.00%
숙박업,충청남도,예산군,여자,99,98,101.02%,99,100.00%,98,97,101.03%,97,101.03%,*,*,100.00%,*,50.00%
숙박업,충청남도,태안군,남자,591,593,99.66%,582,101.55%,576,578,99.65%,566,101.77%,15,15,100.00%,16,93.75%
숙박업,충청남도,태안군,여자,519,519,100.00%,479,108.35%,512,512,100.00%,474,108.02%,7,7,100.00%,5,140.00%
숙박업,세종특별자치시,세종시,남자,36,35,102.86%,31,116.13%,33,32,103.13%,27,122.22%,3,3,100.00%,4,75.00%
숙박업,세종특별자치시,세종시,여자,57,57,100.00%,59,96.61%,57,57,100.00%,59,96.61%,,,,,
숙박업,광주광역시,동구,남자,68,69,98.55%,70,97.14%,60,61,98.36%,63,95.24%,8,8,100.00%,7,114.29%
숙박업,광주광역시,동구,여자,82,80,102.50%,89,92.13%,74,73,101.37%,86,86.05%,8,7,114.29%,3,266.67%
숙박업,광주광역시,서구,남자,93,95,97.89%,98,94.90%,76,78,97.44%,81,93.83%,17,17,100.00%,17,100.00%
숙박업,광주광역시,서구,여자,60,60,100.00%,72,83.33%,54,55,98.18%,67,80.60%,6,5,120.00%,5,120.00%
숙박업,광주광역시,남구,남자,23,24,95.83%,26,88.46%,21,21,100.00%,23,91.30%,*,3,66.67%,3,66.67%
숙박업,광주광역시,남구,여자,23,22,104.55%,32,71.88%,20,19,105.26%,29,68.97%,3,3,100.00%,3,100.00%
숙박업,광주광역시,북구,남자,120,120,100.00%,123,97.56%,110,110,100.00%,113,97.35%,10,10,100.00%,10,100.00%
숙박업,광주광역시,북구,여자,117,117,100.00%,126,92.86%,114,114,100.00%,122,93.44%,3,3,100.00%,4,75.00%
숙박업,광주광역시,광산구,남자,65,65,100.00%,70,92.86%,54,54,100.00%,56,96.43%,11,11,100.00%,14,78.57%
숙박업,광주광역시,광산구,여자,64,66,96.97%,62,103.23%,52,54,96.30%,54,96.30%,12,12,100.00%,8,150.00%
숙박업,전라북도,전주시 완산구,남자,175,172,101.74%,169,103.55%,166,164,101.22%,162,102.47%,9,8,112.50%,7,128.57%
숙박업,전라북도,전주시 완산구,여자,219,218,100.46%,217,100.92%,210,210,100.00%,211,99.53%,9,8,112.50%,6,150.00%
숙박업,전라북도,전주시 완산구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
숙박업,전라북도,전주시 덕진구,남자,101,99,102.02%,103,98.06%,96,94,102.13%,98,97.96%,5,5,100.00%,5,100.00%
숙박업,전라북도,전주시 덕진구,여자,141,142,99.30%,136,103.68%,140,141,99.29%,135,103.70%,*,*,100.00%,*,100.00%
숙박업,전라북도,군산시,남자,122,122,100.00%,125,97.60%,108,108,100.00%,111,97.30%,14,14,100.00%,14,100.00%
숙박업,전라북도,군산시,여자,132,132,100.00%,128,103.13%,125,125,100.00%,121,103.31%,7,7,100.00%,7,100.00%
숙박업,전라북도,익산시,남자,99,99,100.00%,89,111.24%,84,84,100.00%,77,109.09%,15,15,100.00%,12,125.00%
숙박업,전라북도,익산시,여자,92,92,100.00%,91,101.10%,86,86,100.00%,83,103.61%,6,6,100.00%,8,75.00%
숙박업,전라북도,정읍시,남자,60,59,101.69%,56,107.14%,55,55,100.00%,53,103.77%,5,4,125.00%,3,166.67%
숙박업,전라북도,정읍시,여자,65,66,98.48%,63,103.17%,61,62,98.39%,61,100.00%,4,4,100.00%,*,200.00%
숙박업,전라북도,남원시,남자,64,64,100.00%,67,95.52%,55,55,100.00%,55,100.00%,9,9,100.00%,12,75.00%
숙박업,전라북도,남원시,여자,74,73,101.37%,77,96.10%,67,66,101.52%,73,91.78%,7,7,100.00%,4,175.00%
숙박업,전라북도,김제시,남자,31,30,103.33%,29,106.90%,29,28,103.57%,27,107.41%,*,*,100.00%,*,100.00%
숙박업,전라북도,김제시,여자,38,38,100.00%,38,100.00%,38,38,100.00%,37,102.70%,0,0,/0,*,0.00%
숙박업,전라북도,완주군,남자,69,68,101.47%,61,113.11%,64,63,101.59%,55,116.36%,5,5,100.00%,6,83.33%
숙박업,전라북도,완주군,여자,64,63,101.59%,57,112.28%,62,61,101.64%,56,110.71%,*,*,100.00%,*,200.00%
숙박업,전라북도,진안군,남자,19,19,100.00%,18,105.56%,18,18,100.00%,16,112.50%,*,*,100.00%,*,50.00%
숙박업,전라북도,진안군,여자,16,16,100.00%,14,114.29%,16,16,100.00%,14,114.29%,,,,,
숙박업,전라북도,무주군,남자,101,100,101.00%,97,104.12%,95,94,101.06%,92,103.26%,6,6,100.00%,5,120.00%
숙박업,전라북도,무주군,여자,95,94,101.06%,91,104.40%,93,92,101.09%,89,104.49%,*,*,100.00%,*,100.00%
숙박업,전라북도,장수군,남자,14,14,100.00%,9,155.56%,13,13,100.00%,8,162.50%,*,*,100.00%,*,100.00%
숙박업,전라북도,장수군,여자,9,9,100.00%,10,90.00%,9,9,100.00%,10,90.00%,,,,,
숙박업,전라북도,임실군,남자,23,22,104.55%,24,95.83%,19,18,105.56%,20,95.00%,4,4,100.00%,4,100.00%
숙박업,전라북도,임실군,여자,14,14,100.00%,14,100.00%,14,14,100.00%,14,100.00%,,,,,
숙박업,전라북도,순창군,남자,25,25,100.00%,25,100.00%,22,22,100.00%,21,104.76%,3,3,100.00%,4,75.00%
숙박업,전라북도,순창군,여자,22,22,100.00%,20,110.00%,22,22,100.00%,20,110.00%,,,,,
숙박업,전라북도,고창군,남자,48,48,100.00%,44,109.09%,44,44,100.00%,41,107.32%,4,4,100.00%,3,133.33%
숙박업,전라북도,고창군,여자,40,40,100.00%,35,114.29%,40,40,100.00%,35,114.29%,,,,,
숙박업,전라북도,부안군,남자,128,128,100.00%,126,101.59%,114,114,100.00%,112,101.79%,14,14,100.00%,14,100.00%
숙박업,전라북도,부안군,여자,97,97,100.00%,96,101.04%,93,93,100.00%,94,98.94%,4,4,100.00%,*,200.00%
숙박업,전라북도,부안군,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
숙박업,전라남도,목포시,남자,144,143,100.70%,145,99.31%,134,133,100.75%,135,99.26%,10,10,100.00%,10,100.00%
숙박업,전라남도,목포시,여자,184,185,99.46%,183,100.55%,171,172,99.42%,168,101.79%,13,13,100.00%,15,86.67%
숙박업,전라남도,여수시,남자,331,331,100.00%,284,116.55%,313,313,100.00%,268,116.79%,18,18,100.00%,16,112.50%
숙박업,전라남도,여수시,여자,341,342,99.71%,311,109.65%,331,331,100.00%,303,109.24%,10,11,90.91%,8,125.00%
숙박업,전라남도,순천시,남자,191,186,102.69%,182,104.95%,176,171,102.92%,171,102.92%,15,15,100.00%,11,136.36%
숙박업,전라남도,순천시,여자,172,173,99.42%,178,96.63%,171,172,99.42%,176,97.16%,*,*,100.00%,*,50.00%
숙박업,전라남도,순천시,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
숙박업,전라남도,나주시,남자,39,39,100.00%,36,108.33%,32,32,100.00%,29,110.34%,7,7,100.00%,7,100.00%
숙박업,전라남도,나주시,여자,35,36,97.22%,34,102.94%,33,34,97.06%,33,100.00%,*,*,100.00%,*,200.00%
숙박업,전라남도,광양시,남자,103,106,97.17%,99,104.04%,98,101,97.03%,94,104.26%,5,5,100.00%,5,100.00%
숙박업,전라남도,광양시,여자,90,91,98.90%,88,102.27%,90,91,98.90%,88,102.27%,,,,,
숙박업,전라남도,담양군,남자,73,73,100.00%,70,104.29%,69,69,100.00%,68,101.47%,4,4,100.00%,*,200.00%
숙박업,전라남도,담양군,여자,76,76,100.00%,62,122.58%,74,74,100.00%,61,121.31%,*,*,100.00%,*,200.00%
숙박업,전라남도,곡성군,남자,34,34,100.00%,25,136.00%,30,29,103.45%,22,136.36%,4,5,80.00%,3,133.33%
숙박업,전라남도,곡성군,여자,14,14,100.00%,19,73.68%,13,13,100.00%,18,72.22%,*,*,100.00%,*,100.00%
숙박업,전라남도,구례군,남자,53,54,98.15%,55,96.36%,48,49,97.96%,51,94.12%,5,5,100.00%,4,125.00%
숙박업,전라남도,구례군,여자,71,70,101.43%,64,110.94%,68,67,101.49%,61,111.48%,3,3,100.00%,3,100.00%
숙박업,전라남도,구례군,미상,*,*,100.00%,0,/0,,,,,,*,*,100.00%,0,/0
숙박업,전라남도,고흥군,남자,46,45,102.22%,44,104.55%,36,35,102.86%,36,100.00%,10,10,100.00%,8,125.00%
숙박업,전라남도,고흥군,여자,59,58,101.72%,59,100.00%,59,58,101.72%,58,101.72%,0,0,/0,*,0.00%
숙박업,전라남도,보성군,남자,49,48,102.08%,45,108.89%,44,43,102.33%,41,107.32%,5,5,100.00%,4,125.00%
숙박업,전라남도,보성군,여자,32,32,100.00%,29,110.34%,31,31,100.00%,29,106.90%,*,*,100.00%,0,/0
숙박업,전라남도,화순군,남자,36,37,97.30%,40,90.00%,28,29,96.55%,33,84.85%,8,8,100.00%,7,114.29%
숙박업,전라남도,화순군,여자,35,33,106.06%,30,116.67%,34,32,106.25%,29,117.24%,*,*,100.00%,*,100.00%
숙박업,전라남도,장흥군,남자,17,17,100.00%,17,100.00%,16,16,100.00%,16,100.00%,*,*,100.00%,*,100.00%
숙박업,전라남도,장흥군,여자,22,22,100.00%,25,88.00%,22,22,100.00%,25,88.00%,,,,,
숙박업,전라남도,강진군,남자,27,27,100.00%,29,93.10%,24,24,100.00%,25,96.00%,3,3,100.00%,4,75.00%
숙박업,전라남도,강진군,여자,28,28,100.00%,25,112.00%,28,28,100.00%,24,116.67%,0,0,/0,*,0.00%
숙박업,전라남도,해남군,남자,60,62,96.77%,62,96.77%,53,55,96.36%,56,94.64%,7,7,100.00%,6,116.67%
숙박업,전라남도,해남군,여자,61,60,101.67%,60,101.67%,59,58,101.72%,57,103.51%,*,*,100.00%,3,66.67%
숙박업,전라남도,영암군,남자,27,27,100.00%,28,96.43%,21,21,100.00%,22,95.45%,6,6,100.00%,6,100.00%
숙박업,전라남도,영암군,여자,46,46,100.00%,43,106.98%,44,44,100.00%,41,107.32%,*,*,100.00%,*,100.00%
숙박업,전라남도,무안군,남자,34,35,97.14%,32,106.25%,31,32,96.88%,30,103.33%,3,3,100.00%,*,150.00%
숙박업,전라남도,무안군,여자,40,39,102.56%,36,111.11%,40,39,102.56%,36,111.11%,,,,,
숙박업,전라남도,함평군,남자,17,16,106.25%,15,113.33%,14,13,107.69%,14,100.00%,3,3,100.00%,*,300.00%
숙박업,전라남도,함평군,여자,15,14,107.14%,14,107.14%,14,13,107.69%,13,107.69%,*,*,100.00%,*,100.00%
숙박업,전라남도,영광군,남자,45,44,102.27%,47,95.74%,41,40,102.50%,43,95.35%,4,4,100.00%,4,100.00%
숙박업,전라남도,영광군,여자,43,44,97.73%,45,95.56%,40,41,97.56%,43,93.02%,3,3,100.00%,*,150.00%
숙박업,전라남도,장성군,남자,48,47,102.13%,50,96.00%,44,43,102.33%,46,95.65%,4,4,100.00%,4,100.00%
숙박업,전라남도,장성군,여자,40,42,95.24%,40,100.00%,39,41,95.12%,38,102.63%,*,*,100.00%,*,50.00%
숙박업,전라남도,장성군,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
숙박업,전라남도,완도군,남자,96,101,95.05%,99,96.97%,87,92,94.57%,91,95.60%,9,9,100.00%,8,112.50%
숙박업,전라남도,완도군,여자,114,112,101.79%,106,107.55%,112,110,101.82%,104,107.69%,*,*,100.00%,*,100.00%
숙박업,전라남도,진도군,남자,39,37,105.41%,34,114.71%,34,32,106.25%,29,117.24%,5,5,100.00%,5,100.00%
숙박업,전라남도,진도군,여자,28,29,96.55%,31,90.32%,27,28,96.43%,30,90.00%,*,*,100.00%,*,100.00%
숙박업,전라남도,신안군,남자,82,82,100.00%,81,101.23%,76,76,100.00%,74,102.70%,6,6,100.00%,7,85.71%
숙박업,전라남도,신안군,여자,51,53,96.23%,50,102.00%,50,52,96.15%,49,102.04%,*,*,100.00%,*,100.00%
숙박업,대구광역시,중구,남자,47,47,100.00%,45,104.44%,38,38,100.00%,38,100.00%,9,9,100.00%,7,128.57%
숙박업,대구광역시,중구,여자,86,88,97.73%,88,97.73%,81,83,97.59%,85,95.29%,5,5,100.00%,3,166.67%
숙박업,대구광역시,동구,남자,95,96,98.96%,102,93.14%,89,90,98.89%,97,91.75%,6,6,100.00%,5,120.00%
숙박업,대구광역시,동구,여자,109,111,98.20%,127,85.83%,106,108,98.15%,124,85.48%,3,3,100.00%,3,100.00%
숙박업,대구광역시,서구,남자,47,48,97.92%,47,100.00%,44,45,97.78%,44,100.00%,3,3,100.00%,3,100.00%
숙박업,대구광역시,서구,여자,74,75,98.67%,82,90.24%,74,75,98.67%,81,91.36%,0,0,/0,*,0.00%
숙박업,대구광역시,남구,남자,16,15,106.67%,17,94.12%,14,13,107.69%,14,100.00%,*,*,100.00%,3,66.67%
숙박업,대구광역시,남구,여자,35,35,100.00%,37,94.59%,34,34,100.00%,37,91.89%,*,*,100.00%,0,/0
숙박업,대구광역시,북구,남자,51,50,102.00%,47,108.51%,46,45,102.22%,43,106.98%,5,5,100.00%,4,125.00%
숙박업,대구광역시,북구,여자,63,62,101.61%,64,98.44%,63,62,101.61%,64,98.44%,,,,,
숙박업,대구광역시,수성구,남자,43,42,102.38%,45,95.56%,39,38,102.63%,39,100.00%,4,4,100.00%,6,66.67%
숙박업,대구광역시,수성구,여자,35,37,94.59%,45,77.78%,33,35,94.29%,43,76.74%,*,*,100.00%,*,100.00%
숙박업,대구광역시,달서구,남자,82,83,98.80%,83,98.80%,81,82,98.78%,81,100.00%,*,*,100.00%,*,50.00%
숙박업,대구광역시,달서구,여자,69,69,100.00%,70,98.57%,68,68,100.00%,69,98.55%,*,*,100.00%,*,100.00%
숙박업,대구광역시,달성군,남자,29,29,100.00%,29,100.00%,29,29,100.00%,27,107.41%,0,0,/0,*,0.00%
숙박업,대구광역시,달성군,여자,18,18,100.00%,22,81.82%,17,17,100.00%,22,77.27%,*,*,100.00%,0,/0
숙박업,경상북도,포항시 남구,남자,120,119,100.84%,112,107.14%,112,111,100.90%,106,105.66%,8,8,100.00%,6,133.33%
숙박업,경상북도,포항시 남구,여자,139,140,99.29%,145,95.86%,133,134,99.25%,137,97.08%,6,6,100.00%,8,75.00%
숙박업,경상북도,포항시 북구,남자,154,153,100.65%,131,117.56%,148,147,100.68%,127,116.54%,6,6,100.00%,4,150.00%
숙박업,경상북도,포항시 북구,여자,155,154,100.65%,148,104.73%,154,153,100.65%,147,104.76%,*,*,100.00%,*,100.00%
숙박업,경상북도,경주시,남자,422,420,100.48%,407,103.69%,398,396,100.51%,386,103.11%,24,24,100.00%,21,114.29%
숙박업,경상북도,경주시,여자,548,542,101.11%,505,108.51%,541,535,101.12%,501,107.98%,7,7,100.00%,4,175.00%
숙박업,경상북도,김천시,남자,57,57,100.00%,60,95.00%,53,53,100.00%,57,92.98%,4,4,100.00%,3,133.33%
숙박업,경상북도,김천시,여자,104,102,101.96%,102,101.96%,103,101,101.98%,102,100.98%,*,*,100.00%,0,/0
숙박업,경상북도,안동시,남자,109,108,100.93%,103,105.83%,104,103,100.97%,98,106.12%,5,5,100.00%,5,100.00%
숙박업,경상북도,안동시,여자,131,129,101.55%,124,105.65%,130,128,101.56%,123,105.69%,*,*,100.00%,*,100.00%
숙박업,경상북도,구미시,남자,163,160,101.88%,158,103.16%,152,149,102.01%,148,102.70%,11,11,100.00%,10,110.00%
숙박업,경상북도,구미시,여자,143,142,100.70%,148,96.62%,140,140,100.00%,146,95.89%,3,*,150.00%,*,150.00%
숙박업,경상북도,영주시,남자,90,89,101.12%,75,120.00%,86,85,101.18%,72,119.44%,4,4,100.00%,3,133.33%
숙박업,경상북도,영주시,여자,86,86,100.00%,88,97.73%,86,86,100.00%,88,97.73%,,,,,
숙박업,경상북도,영천시,남자,49,50,98.00%,55,89.09%,45,45,100.00%,51,88.24%,4,5,80.00%,4,100.00%
숙박업,경상북도,영천시,여자,57,57,100.00%,64,89.06%,57,57,100.00%,64,89.06%,,,,,
숙박업,경상북도,상주시,남자,41,41,100.00%,43,95.35%,38,38,100.00%,39,97.44%,3,3,100.00%,4,75.00%
숙박업,경상북도,상주시,여자,35,36,97.22%,35,100.00%,35,36,97.22%,35,100.00%,,,,,
숙박업,경상북도,문경시,남자,87,87,100.00%,79,110.13%,77,78,98.72%,69,111.59%,10,9,111.11%,10,100.00%
숙박업,경상북도,문경시,여자,97,97,100.00%,98,98.98%,96,96,100.00%,97,98.97%,*,*,100.00%,*,100.00%
숙박업,경상북도,경산시,남자,52,52,100.00%,46,113.04%,46,46,100.00%,42,109.52%,6,6,100.00%,4,150.00%
숙박업,경상북도,경산시,여자,49,50,98.00%,51,96.08%,49,50,98.00%,51,96.08%,,,,,
숙박업,경상북도,군위군,남자,13,13,100.00%,14,92.86%,13,13,100.00%,14,92.86%,,,,,
숙박업,경상북도,군위군,여자,11,11,100.00%,11,100.00%,10,10,100.00%,10,100.00%,*,*,100.00%,*,100.00%
